번호,교육명,clean_sentence,okt,mecab
30483132,[BTS 3기] 소설가와 함께하는 독서토론과 문학이론, BTS    소설가와 함께하는 독서토론과 문학이론,"['소설가', '독서', '토론', '문학이론']","['소설가', '독서', '토론', '문학', '이론']"
30483048,[BTS 3기] 스마트 시니어를 위한 50+이미지브랜딩, BTS    스마트 시니어를 위한   이미지브랜딩,"['스마트', '시니어', '위', '이미지', '브랜딩']","['스마트', '시니어', '지브', '랜딩']"
30482609,[BTS 3기] 중국을 보는 제 3의 눈, BTS    중국을 보는 제 3의 눈,"['중국', '제', '의', '눈']","['중국', '눈']"
30482697,"[BTS 3기] 행복한 은퇴설계, 노후자산관리", BTS    행복한 은퇴설계  노후자산관리,"['은퇴', '설계', '노후', '자산', '관리']","['행복', '은퇴', '설계', '노후', '자산', '관리']"
30482948,[BTS 3기] 치매를 알면 노년이 행복해집니다, BTS    치매를 알면 노년이 행복해집니다,"['치매', '알', '노년']","['치매', '노년', '행복']"
30482760,[BTS 3기] 해설이 있는 클래식 음악, BTS    해설이 있는 클래식 음악,"['해설', '클래식', '음악']","['해설', '클래식', '음악']"
30477411,"[협력강좌] 신중년, 뉴스타트 마인드테라피", 협력강좌  신중년  뉴스타트 마인드테라피,"['협력', '강좌', '중년', '뉴스', '타트', '마인드', '테라', '피']","['협력', '강좌', '중년', '뉴스', '타트', '마인드', '테라', '피']"
30394120,[더함교육]색연필 꽃그림, 더함교육 색연필 꽃그림,"['교육', '색연필', '꽃', '그림']","['교육', '색연필', '꽃', '그림']"
30372706,펜드로잉,펜드로잉,"['펜', '드로잉']","['펜', '드로잉']"
30371522,"캘리그라피, 마음을 담다!",캘리그라피  마음을 담다 ,"['캘리그라피', '마음']","['캘리', '그라피', '마음']"
30364651,통기타 연주반(중급),통기타 연주반 ,"['통기타', '주반']","['통기타', '연주', '반']"
30361857,우쿨렐레 가요연주반(중급),우쿨렐레 가요연주반 ,"['우쿨렐레', '가요', '주반']","['우쿨렐레', '요연', '주반']"
30359718,우쿨렐레 초급반,우쿨렐레 초급반,"['우쿨렐레', '초', '반']","['우쿨렐레', '초급반']"
30358345,바리스타 양성과정 수요반,바리스타 양성과정 수요반,"['바리스타', '양성', '과정', '수요', '반']","['바리스타', '양성', '과정', '수요반']"
30378647,겨울나기 건강한 발효음식 만들기 *요리교실*,겨울나기 건강한 발효음식 만들기  요리교실 ,"['겨울나기', '발효', '음식', '만들기', '요리', '교실']","['겨울나기', '건강', '발효', '음식', '요리', '교실']"
30369878,2023년 1월 기계식주차장 관리인교육(교통안전공단),    기계식주차장 관리인교육 ,"['기계', '주차장', '관리인', '교육']","['기계식', '주차장', '관리인', '교육']"
30371508,Hy와50+세대와 함께하는'프레시(야쿠르트)매니저 양성과정',Hy와  세대와 함께하는 프레시 매니저 양성과정 ,"['세대', '프레', '시', '매니저', '양성', '과정']","['세대', '프레시', '매니저', '양성', '과정']"
30372189,상처를 치유하는 소통,상처를 치유하는 소통,"['상처', '치유', '소통']","['상처', '치유', '소통']"
30372323,50+세대와 함께하는 명절스트레스 처방전,  세대와 함께하는 명절스트레스 처방전,"['세대', '명절', '스트레스', '처방전']","['세대', '명절', '스트레스', '처방전']"
30365630,블로그로 추억 쌓기 (네이버 블로그 활용) *미디어정보화*,블로그로 추억 쌓기  네이버 블로그 활용   미디어정보화 ,"['블로그', '추억', '네이버', '블로그', '활용', '미디어', '정보화']","['블로그', '추억', '네이버', '블로그', '활용', '미디어', '정보']"
30378887,사계절 우리 장 이야기 *요리교실*,사계절 우리 장 이야기  요리교실 ,"['사계절', '우리', '장', '이야기', '요리', '교실']","['사계절', '우리', '장', '이야기', '요리', '교실']"
30365591,삶이 편해지는 스마트폰 생활  - 카카오톡 파헤치기 *미디어정보화*,삶이 편해지는 스마트폰 생활    카카오톡 파헤치기  미디어정보화 ,"['삶', '스마트폰', '생활', '카카오', '톡', '미디어', '정보화']","['삶', '스마트폰', '생활', '카카오톡', '미디어', '정보']"
30397350,[더함교육]숲속 식물들의 겨울나기, 더함교육 숲속 식물들의 겨울나기,"['교육', '숲속', '식물', '겨울나기']","['교육', '숲', '속', '식물', '겨울나기']"
30392871,[더함교육]보자기에 반하다, 더함교육 보자기에 반하다,"['교육', '보자기']","['교육', '보자기']"
30395443,[더함교육]꽃과 함께하는 내마음의 힐링타임~나도 플로리스트 되어 보기~, 더함교육 꽃과 함께하는 내마음의 힐링타임 나도 플로리스트 되어 보기 ,"['교육', '꽃', '마음', '힐링', '타임', '플로리스트', '보기']","['교육', '꽃', '마음', '힐링', '타임', '나', '플로', '리스트']"
30396497,[더함교육]시니어모델반 Level 2, 더함교육 시니어모델반 Level 2,"['교육', '시니어', '모델', '반']","['교육', '시니어', '모델', '반']"
30397713,[더함교육]멋진 인생을 위한 정리기술(심화), 더함교육 멋진 인생을 위한 정리기술 ,"['교육', '인생', '위', '정리', '기술']","['교육', '인생', '정리', '기술']"
30372848,재미와 감동이 있는 진박사의 역사속으로'추사 김정희',재미와 감동이 있는 진박사의 역사속으로 추사 김정희 ,"['재미', '감동', '진박', '사의', '역사', '속', '추사', '김정희']","['재미', '감동', '박사', '역사', '속', '추사', '김정희']"
30377341,뚝딱! 뚝딱! 간편요리(남성요리교실)  *요리교실*,뚝딱  뚝딱  간편요리    요리교실 ,"['뚝딱', '뚝딱', '간편', '요리', '요리', '교실']","['요리', '요리', '교실']"
30378195,50+활동을 돕는 엑셀&파워포인트 실무 *미디어정보화*,  활동을 돕는 엑셀 파워포인트 실무  미디어정보화 ,"['활동', '엑셀', '파워포인트', '실무', '미디어', '정보화']","['활동', '엑셀', '파워', '포인트', '실무', '미디어', '정보']"
30377869,일주일이 든든한 밑반찬 만들기  *요리교실*,일주일이 든든한 밑반찬 만들기   요리교실 ,"['일주일', '밑반찬', '만들기', '요리', '교실']","['일', '주일', '밑반찬', '요리', '교실']"
30378078,겨울에 즐기는 한끼 완성 국물요리 *요리교실*,겨울에 즐기는 한끼 완성 국물요리  요리교실 ,"['겨울', '끼', '완성', '국물', '요리', '요리', '교실']","['겨울', '끼', '완성', '국물', '요리', '요리', '교실']"
30379145,보드게임지도사 과정,보드게임지도사 과정,"['보드게임', '지도사', '과정']","['보드게임', '지도', '사', '과정']"
30380009,교육원예지도사 과정,교육원예지도사 과정,"['교육', '지도사', '과정']","['교육', '원예', '지도', '사', '과정']"
30380635,실버인지놀이지도사과정,실버인지놀이지도사과정,"['실버', '놀이', '지도사', '과정']","['실버', '놀이', '지도', '사', '과정']"
30378500,스마트폰 전문강사 양성과정(고급) *미디어정보화*,스마트폰 전문강사 양성과정   미디어정보화 ,"['스마트폰', '전문', '강사', '양성', '과정', '미디어', '정보화']","['스마트폰', '전문', '강사', '양성', '과정', '미디어', '정보']"
30373626,라인댄스,라인댄스,"['라인', '댄스']","['라인', '댄스']"
30373449,나를 만나고 회복하는 힐링 커뮤니티 댄스,나를 만나고 회복하는 힐링 커뮤니티 댄스,"['힐링', '커뮤니티', '댄스']","['나', '회복', '힐링', '커뮤니티', '댄스']"
30373257,사진으로 세상을 즐기다 (입문: 카메라 기초),사진으로 세상을 즐기다  입문  카메라 기초 ,"['사진', '세상', '입문', '카메라', '기초']","['사진', '세상', '입문', '카메라', '기초']"
